HomeTeam,AwayTeam,Result Predicted,Away win %,Draw %,Home win %
Wolves,Chelsea,D,22.899339757672134,58.8373452589859,18.263314983341978
Everton,Newcastle,D,18.523846412582667,50.044535543123544,31.431618044293792
Man Utd,Arsenal,D,19.85857371961393,52.419626691183964,27.721799589202117
Spurs,Southampton,D,21.74354957940102,49.265684534630324,28.990765885968667
Bournemouth,Liverpool,D,18.25641152974968,60.12048887464098,21.623099595609347
Arsenal,Huddersfield,D,15.05090490995845,62.165085134375786,22.784009955665756
Burnley,Brighton,D,23.613263616182298,50.010443303530636,26.376293080287063
Cardiff,Southampton,D,21.05847743028708,55.11434727396497,23.827175295747942
Man Utd,Fulham,D,15.484047188119094,52.38478703584028,32.13116577604061
West Ham,Crystal Palace,D,32.491879985392835,41.89388602539513,25.61423398921204
Chelsea,Man City,D,19.572717239413322,61.528862711790175,18.89842004879651
Leicester,Spurs,D,22.561697047036855,57.434921342698,20.00338161026515
Newcastle,Wolves,D,23.663724050389032,58.31311401828134,18.02316193132963
Everton,Watford,D,15.256585047502714,52.34736176784705,32.396053184650256
Man City,Everton,D,18.92700375447765,55.60499504820153,25.468001197320827
Crystal Palace,Leicester,D,29.660510820372266,45.86003249639043,24.479456683237306
Huddersfield,Newcastle,D,23.991106816056977,48.5957007849413,27.413192399001723
Spurs,Burnley,D,24.633283986964503,45.014188050284176,30.352527962751314
Watford,Cardiff,D,22.941207649237928,51.346938538432404,25.71185381232966
Wolves,Bournemouth,D,21.63573451526273,55.484318599079764,22.879946885657507
Fulham,West Ham,D,21.68867162683505,55.2233852497544,23.087943123410557
Brighton,Chelsea,D,18.26326158118453,63.47479313552971,18.261945283285787
Southampton,Arsenal,D,23.304193534925908,61.66310749593684,15.032698969137245
Liverpool,Man Utd,D,25.496290379285607,59.1493681063237,15.3543415143907
Wolves,Liverpool,D,19.5905788129315,57.78374625608519,22.6256749309833
Arsenal,Burnley,D,16.23363313462182,57.21608835359561,26.550278511782565
Bournemouth,Brighton,D,18.34436266679588,60.512148643905164,21.14348868929897
Chelsea,Leicester,D,20.844817502113912,56.520354934176545,22.634827563709546
Huddersfield,Southampton,D,17.860815321570918,60.39172177259592,21.747462905833164
Man City,Crystal Palace,D,28.251668056807777,40.64783260160334,31.10049934158889
Newcastle,Fulham,D,18.143334019251327,61.408562228827016,20.448103751921664
West Ham,Watford,D,23.254826874050906,47.89596257502908,28.849210550920013
Cardiff,Man Utd,D,32.8504202635205,47.77628544384363,19.373294292635883
Everton,Spurs,D,20.49591179891231,55.60349517660781,23.90059302447989
Fulham,Wolves,D,23.81971133423734,56.32052636234873,19.859762303413923
Burnley,Everton,D,21.423080015088665,54.404753412824604,24.17216657208673
Crystal Palace,Cardiff,D,30.734371441998732,44.20686474034311,25.058763817658164
Leicester,Man City,D,18.938923647421415,61.433577342712766,19.627499009865815
Liverpool,Newcastle,D,21.8090242986696,54.544006090379916,23.64696961095048
Man Utd,Huddersfield,D,17.22944081594233,52.82434205892898,29.946217125128694
Spurs,Bournemouth,D,26.82423367553349,42.78687202844621,30.388894296020297
Brighton,Arsenal,D,16.44305673233072,65.92988957966,17.627053688009266
Watford,Chelsea,D,22.602592611084972,58.01515640731303,19.382250981602
Southampton,West Ham,D,22.290389391566663,59.267277804072904,18.442332804360422
Brighton,Everton,D,13.858956344352883,66.41480587205972,19.726237783587393
Fulham,Huddersfield,D,20.094685699206373,59.14013853934759,20.765175761446038
Leicester,Cardiff,D,21.034072266218377,54.74727895496687,24.218648778814746
Spurs,Wolves,D,27.467950189328626,47.25675909194689,25.27529071872447
Watford,Newcastle,D,22.54397165174685,49.14557741521468,28.31045093303846
Liverpool,Arsenal,D,19.264328669007625,65.44413190901507,15.291539421977305
Crystal Palace,Chelsea,D,30.550028768022003,50.39203927617346,19.05793195580454
Burnley,West Ham,D,23.668053035036458,50.534605373371775,25.797341591591767
Southampton,Man City,D,23.807469439133815,59.34090013988017,16.851630420986012
Man Utd,Bournemouth,D,19.959235163873405,45.580746313922695,34.460018522203896
Everton,Leicester,D,18.133648048368865,54.06862099313591,27.797730958495233
Arsenal,Fulham,D,13.577745226873523,61.88271490275209,24.53953987037438
Cardiff,Spurs,D,30.265174158568286,47.64986430626369,22.084961535168027
Bournemouth,Watford,D,17.87885240903595,55.322421624625804,26.798725966338253
Chelsea,Southampton,D,15.669254285346737,64.26123371602799,20.069511998625273
Huddersfield,Burnley,D,20.608870884813772,56.20091141780939,23.19021769737685
West Ham,Brighton,D,24.09874374545731,52.912539054896094,22.988717199646604
Wolves,Crystal Palace,D,27.29412783602777,47.35568424380503,25.3501879201672
Newcastle,Man Utd,D,29.597952340262644,53.3770974752207,17.02495018451664
Man City,Liverpool,D,20.769132001484238,50.800405318015976,28.430462680499787
West Ham,Arsenal,D,25.454606453898858,56.07202561187662,18.473367934224523
Brighton,Liverpool,D,15.533271430123733,61.97466739949291,22.492061170383344
Burnley,Fulham,D,20.05399475653451,54.613004785550466,25.333000457915023
Cardiff,Huddersfield,D,22.515146447073136,55.69381783715796,21.79103571576891
Crystal Palace,Watford,D,25.494176340153935,45.36010706044225,29.14571659940381
Leicester,Southampton,D,15.13652995210005,64.05452305388181,20.808946994018147
Chelsea,Newcastle,D,21.46487152154028,52.73518298820121,25.79994549025851
Everton,Bournemouth,D,17.509436838501006,55.58983333317799,26.90072982832099
Spurs,Man Utd,D,33.85237731121698,42.62231176307755,23.52531092570548
Man City,Wolves,D,23.192144485252033,53.1966633845262,23.611192130221763
Wolves,Leicester,D,22.403482132294673,53.95740504033175,23.63911282737357
Bournemouth,West Ham,D,18.347900395677645,61.016596097903474,20.63550350641887
Liverpool,Crystal Palace,D,25.969483761582858,51.63879468451674,22.391721553900386
Man Utd,Brighton,D,18.295036165643396,48.13527781093042,33.569686023426186
Newcastle,Cardiff,D,25.507853229159096,50.91539845893839,23.576748311902517
Southampton,Everton,D,19.92448320046057,63.01050813842068,17.065008661118743
Watford,Burnley,D,19.33638889105708,56.750668220827784,23.91294288811515
Arsenal,Chelsea,D,19.17000737394648,59.08977260817989,21.740220017873636
Huddersfield,Man City,D,22.17439712824146,57.47182495325792,20.35377791850061
Fulham,Spurs,D,27.379746605604648,51.2881248708508,21.33212852354454
Arsenal,Cardiff,D,19.34209420389122,51.988657370704004,28.669248425404774
Fulham,Brighton,D,21.661177480850398,54.70795448644428,23.63086803270531
Huddersfield,Everton,D,18.52162559599463,60.90701136992022,20.57136303408516
Wolves,West Ham,D,19.70332117288548,58.68841485282643,21.60826397428809
Man Utd,Burnley,D,18.201361295782963,47.61955141013893,34.17908729407811
Bournemouth,Chelsea,D,21.3375812877361,61.210222245582976,17.45219646668092
Southampton,Crystal Palace,D,30.774274161886577,47.66231090705673,21.563414931056702
Newcastle,Man City,D,23.150416861418275,57.58977586128724,19.259807277294485
Liverpool,Leicester,D,21.09800907700504,58.23537683914627,20.666614083848696
Spurs,Watford,D,23.312082332153977,40.18634913986563,36.501568527980396
Spurs,Newcastle,D,27.71201389709974,37.61435335592647,34.6736327469738
Brighton,Watford,D,15.194353555676798,56.96235782563838,27.843288618684824
Burnley,Southampton,D,20.626295299626356,53.85972234679406,25.51398235357958
Chelsea,Huddersfield,D,16.74568623546529,64.90799488832096,18.346318876213747
Crystal Palace,Fulham,D,22.55749581800165,55.01648760338935,22.426016578608998
Everton,Wolves,D,17.62974998460408,60.37036697973759,21.99988303565834
Cardiff,Bournemouth,D,26.288831209796687,48.43709790259808,25.274070887605237
Leicester,Man Utd,D,24.581458985727643,57.8049304929486,17.61361052132374
Man City,Arsenal,D,22.36374094919005,54.972033622433024,22.664225428376916
West Ham,Liverpool,D,23.967994574245058,52.53672982834819,23.495275597406742
Fulham,Man Utd,D,29.761490968674913,51.498554734327804,18.73995429699729
Crystal Palace,West Ham,D,26.52517779427489,50.72142524905227,22.75339695667285
Huddersfield,Arsenal,D,21.796455245763276,59.97074876546584,18.232795988770885
Liverpool,Bournemouth,D,20.321906091419066,59.72730769098259,19.950786217598345
Southampton,Cardiff,D,26.410298564495534,52.820544033714626,20.769157401789844
Watford,Everton,D,17.36182175885523,61.44547834171169,21.192699899433084
Brighton,Burnley,D,15.585746343836924,61.9388241086236,22.475429547539473
Spurs,Leicester,D,27.560382308520154,41.286243428350375,31.15337426312949
Man City,Chelsea,D,24.533932019795614,52.27423303587583,23.19183494432856
Wolves,Newcastle,D,22.987504435609356,50.16406670690486,26.848428857485786
Cardiff,Watford,D,23.148205334188752,46.093366971943915,30.758427693867336
West Ham,Fulham,D,20.39940770629409,57.59333698837401,22.007255305331892
Burnley,Spurs,D,29.686306073103,46.63154771620137,23.682146210695638
Bournemouth,Wolves,D,20.1245784394833,62.14819685347946,17.72722470703723
Leicester,Crystal Palace,D,24.74341817593531,49.87197758643417,25.384604237630537
Newcastle,Huddersfield,D,19.955026745840225,61.20774292233487,18.837230331824895
Everton,Man City,D,17.182341714777287,59.39685430506382,23.42080398015889
Chelsea,Brighton,D,18.238441427837913,60.66668478118105,21.094873790981044
Arsenal,Southampton,D,14.005950305174547,61.20712617340415,24.7869235214213
Man Utd,Liverpool,D,18.141609725656476,47.65112633243254,34.20726394191097
Cardiff,Everton,D,21.84615626110786,55.60640182502007,22.547441913872067
Huddersfield,Wolves,D,22.68724522886948,58.24806481640443,19.064689954726095
Leicester,Brighton,D,17.62506839154589,60.49452870636682,21.880402902087283
Man City,West Ham,D,20.964879684057347,51.78401514470357,27.251105171239082
Arsenal,Bournemouth,D,17.920387912909085,55.13227959158892,26.947332495502003
Newcastle,Burnley,D,21.564280170441545,56.44266768468871,21.993052144869758
Southampton,Fulham,D,18.69090548731365,63.38645975724268,17.92263475544366
Crystal Palace,Man Utd,D,35.62623487389398,46.29705393722289,18.07671118888312
Chelsea,Spurs,D,23.293184321390562,57.465922659815035,19.240893018794395
Liverpool,Watford,D,18.07279043797933,57.40477006133143,24.52243950068924
Bournemouth,Man City,D,19.686290777715037,61.371829149289844,18.94188007299512
Brighton,Huddersfield,D,14.302371949156386,66.60777168805933,19.08985636278429
Burnley,Crystal Palace,D,31.57770078776046,39.27324636840259,29.149052843836955
Everton,Liverpool,D,15.799071904059195,57.691865672199114,26.509062423741685
Fulham,Chelsea,D,25.185524132562996,55.316950582443546,19.497525284993465
Man Utd,Southampton,D,15.93407553972006,51.68865988643283,32.3772645738471
Spurs,Arsenal,D,26.597919713502428,49.03873051259296,24.363349773904595
Watford,Leicester,D,22.024188274570353,52.989343943877806,24.98646778155183
West Ham,Newcastle,D,27.677446733564693,44.88485699780379,27.437696268631516
Wolves,Cardiff,D,23.34874548624415,52.312891835462416,24.338362678293436
Arsenal,Man Utd,D,22.984105649236152,55.814979174770194,21.200915175993657
Cardiff,West Ham,D,24.171814270094156,51.728563120620386,24.099622609285458
Chelsea,Wolves,D,20.008027196239418,62.30581825700131,17.686154546759276
Crystal Palace,Brighton,D,26.484131373930474,50.23393765727408,23.281930968795432
Huddersfield,Bournemouth,D,22.65027148692092,53.91612596842036,23.433602544658736
Leicester,Fulham,D,14.668396014703363,64.73786898328765,20.593735002008977
Liverpool,Burnley,D,18.399775605833195,61.95336754169659,19.646856852470215
Man City,Watford,D,19.878188460565756,45.68567973372456,34.43613180570968
Newcastle,Everton,D,19.36890708307488,61.133141032859484,19.49795188406562
Southampton,Spurs,D,28.07673945280815,54.92136482670518,17.001895720486676
Bournemouth,Newcastle,D,21.5787875418454,52.574676507729045,25.846535950425558
Brighton,Cardiff,D,18.735159058979665,56.780002598241616,24.484838342778723
Burnley,Leicester,D,26.489216856891563,45.73177420305904,27.779008940049398
Everton,Chelsea,D,18.727929223836597,59.57231107507569,21.69975970108771
Fulham,Liverpool,D,21.54050357200362,54.3114513509531,24.148045077043285
Man Utd,Man City,D,19.926948912425036,49.549153945033126,30.523897142541838
Spurs,Crystal Palace,D,32.52933524782628,35.10449133675191,32.3661734154218
Watford,Southampton,D,16.73028691617555,60.8815874565511,22.388125627273347
West Ham,Huddersfield,D,22.410623401811083,57.33909572726612,20.2502808709228
Wolves,Arsenal,D,20.750187217689582,61.507626188788,17.742186593522415
Arsenal,Newcastle,D,18.943962173360603,49.59428791238214,31.461749914257254
Brighton,Southampton,D,13.354959059797633,65.8059077975504,20.839133142651974
Burnley,Wolves,D,26.06591116853571,51.68200982745288,22.252079004011428
Cardiff,Chelsea,D,28.00262612795358,51.693637600813545,20.303736271232868
Crystal Palace,Huddersfield,D,24.734309917983822,54.669360092183915,20.596329989832263
Fulham,Man City,D,23.268734007543053,55.54006667969881,21.191199312758126
Leicester,Bournemouth,D,19.4278223812843,57.8784293784665,22.6937482402492
Liverpool,Spurs,D,23.493055111427612,59.00103772992939,17.505907158642987
Man Utd,Watford,D,17.08152026520221,42.15783770347264,40.76064203132516
West Ham,Everton,D,21.756260817847917,57.279431987743244,20.96430719440883
Bournemouth,Burnley,D,18.316086754774176,60.079160732451065,21.604752512774756
Chelsea,West Ham,D,18.24151439647754,61.170930471813854,20.58755513170861
Everton,Arsenal,D,16.914995120405347,62.073095633764794,21.011909245829862
Huddersfield,Leicester,D,23.431168219726572,52.38128235216774,24.187549428105697
Man City,Cardiff,D,24.42929311182517,45.38856801590776,30.18213887226708
Newcastle,Crystal Palace,D,29.679883123696086,45.877013822706004,24.44310305359791
Southampton,Liverpool,D,22.201205748269192,58.45469121692845,19.344103034802348
Spurs,Brighton,D,24.741971894984545,45.46845500524015,29.789573099775296
Watford,Fulham,D,16.229005588955438,61.592351413499635,22.178642997544934
Wolves,Man Utd,D,27.226124588361696,55.11236587108935,17.661509540548955
Brighton,Bournemouth,D,17.256998189815857,59.862756790616686,22.88024501956745
Burnley,Cardiff,D,27.457076891301547,44.09738932950197,28.44553377919647
Crystal Palace,Man City,D,28.357200070367732,50.8323352344423,20.810464695189975
Fulham,Everton,D,19.49159147630819,59.0290731650328,21.479335358659004
Leicester,Newcastle,D,20.724503369548543,52.53866615010967,26.736830480341787
Liverpool,Chelsea,D,21.344275428806558,62.852334069211125,15.803390501982314
Man Utd,West Ham,D,18.37237240801665,48.73232215049417,32.89530544148918
Southampton,Wolves,D,24.288907598394143,59.9715738396154,15.739518561990447
Spurs,Huddersfield,D,23.353950543930967,50.011392594104635,26.634656861964405
Watford,Arsenal,D,20.489771528738725,60.67323680042057,18.836991670840707
Arsenal,Crystal Palace,D,22.71636400794266,47.28263208857309,30.001003903484253
Bournemouth,Fulham,D,15.27865214681551,64.80603868069153,19.91530917249296
Cardiff,Liverpool,D,23.985766773416046,50.8300172515763,25.18421597500765
Chelsea,Burnley,D,18.21069355640253,60.23379763265064,21.555508810946826
Everton,Man Utd,D,22.479629192877162,56.33482523569137,21.185545571431476
Huddersfield,Watford,D,19.99026856161268,51.42545780584774,28.58427363253958
Man City,Spurs,D,26.53540532163078,48.219910149851714,25.244684528517514
Newcastle,Southampton,D,18.695349899594195,60.67267392680561,20.631976173600194
West Ham,Leicester,D,27.134035925394485,48.564937837821645,24.301026236783876
Wolves,Brighton,D,19.691068112395154,58.17823763427917,22.13069425332568
Brighton,Newcastle,D,18.463207934322124,54.500554108274045,27.036237957403824
Burnley,Man City,D,25.41907627238477,50.87795870794714,23.702965019668092
Crystal Palace,Everton,D,24.024800245774756,54.64136271832031,21.333837035904924
Fulham,Cardiff,D,25.464422345018722,48.77037953097053,25.76519812401073
Leicester,Arsenal,D,18.559874548333962,63.91105448158867,17.529070970077367
Liverpool,Huddersfield,D,16.85174740236781,66.49344228776265,16.654810309869546
Man Utd,Chelsea,D,21.78568450707459,49.84713958425897,28.367175908666443
Southampton,Bournemouth,D,24.46777019304952,56.011523808469164,19.520705998481304
Spurs,West Ham,D,24.8291519617213,46.00016937705288,29.170678661225814
Watford,Wolves,D,21.33697729103285,58.957502522637654,19.70552018632951
Arsenal,Brighton,D,16.279766150214424,57.70313108055662,26.017102769228945
Bournemouth,Spurs,D,23.420677185355,57.300495153689624,19.278827660955375
Cardiff,Crystal Palace,D,32.35279016516719,40.329502004634946,27.317707830197858
Chelsea,Watford,D,17.779809512489255,55.4767793547688,26.74341113274193
Everton,Burnley,D,15.852380619450729,57.65826609337486,26.4893532871744
Huddersfield,Man Utd,D,28.461143603561794,53.476408020500635,18.062448375937574
Man City,Leicester,D,23.54135035089404,47.017258691692426,29.441390957413528
Newcastle,Liverpool,D,21.496763915227174,56.48869923228562,22.0145368524872
West Ham,Southampton,D,20.99311397727785,56.83020891217421,22.176677110547946
Wolves,Fulham,D,16.474103147719163,62.5869162624626,20.938980589818247
Brighton,Man City,D,16.797310912236753,63.4437901039282,19.758898983835056
Burnley,Arsenal,D,25.159688886223396,53.4595889565101,21.3807221572665
Crystal Palace,Bournemouth,D,28.789406754316417,47.39707388366143,23.813519362022152
Fulham,Newcastle,D,25.005451000338123,46.6458199871435,28.348729012518376
Leicester,Chelsea,D,20.551523341607975,61.34344004989132,18.105036608500708
